,level_0,index,state,state_location,id,backers_count,parent_id_category,converted_pledged_amount,pledged,name_category,goal,thumb_photo,score,fascia
0,0,0,failed,Lombardia,1228952,0,journalism,0,0.0,Web,15000.0,https://ksr-ugc.imgix.net/assets/013/276/479/d97cbc8c6f38b847a6c60c55c1f0d661_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1470327813&auto=format&q=92&s=6dc8680452769e0377c6fc493a9b0445,-11.1546270679449,Media
1,1,1,failed,Piemonte,3931404,5,photography,61,54.0,Animals,3000.0,https://ksr-ugc.imgix.net/assets/022/423/129/7ff451e9a82b5764e80a1e3895691146_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1535905116&auto=format&frame=1&q=92&s=01fb28d9b55a8f4e309a308bde6e3aac,29.7429126878058,Bassa
2,2,2,successful,Friuli Venezia Giulia,4749379,208,design,4706,3830.15,Product Design,2999.0,https://ksr-ugc.imgix.net/assets/020/427/398/69dc85b192e6181dfed8d2e71765c5db_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1523009976&auto=format&q=92&s=8a675513886286a7eaade09db6528aaf,28.8214643616209,Bassa
3,3,3,failed,Emilia-Romagna,5624449,2,design,12,11.0,Graphic Design,100.0,https://ksr-ugc.imgix.net/assets/012/419/407/86dc251b8054d2e3df2e4f3c85d36cfa_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463760335&auto=format&q=92&s=f7de33b1a31330cb7d520f037f6ae6ef,0.0,Bassa
4,4,4,successful,Marche,5969670,31,technology,1446,1231.0,DIY Electronics,625.0,https://ksr-ugc.imgix.net/assets/022/342/664/3235ed1f05ab7cf0d8ab41a7d0421407_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1536433422&auto=format&frame=1&q=92&s=eb444050cf03e514ef039f4aed8cfb4b,-12.6468897070467,Bassa
5,5,5,successful,Emilia-Romagna,6557569,82,comics,2711,2338.0,Comic Books,1300.0,https://ksr-ugc.imgix.net/assets/022/108/379/86ffadf84142ad121eca0dac9f91442b_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1533224590&auto=format&frame=1&q=92&s=c038430989f6437251ef8aa916d3cca1,149.136885312829,Bassa
6,6,6,failed,Abruzzo,6814737,8,art,119,103.0,Installations,1200.0,https://ksr-ugc.imgix.net/assets/021/480/489/78a38fab941ecbcc34b2e907383a1893_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1528304279&auto=format&q=92&s=3af7ce1c76deac956925ab50b1349325,15.8648783241957,Bassa
7,7,7,failed,Campania,8141206,134,technology,6256,5301.0,Gadgets,14000.0,https://ksr-ugc.imgix.net/assets/020/801/832/a7d381408e14e98e96ff537e5111fcfe_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1523556198&auto=format&frame=1&q=92&s=8a37ac8701d34830d9c2e796f4f70662,74.1581158583869,Media
8,8,8,successful,Abruzzo,8688945,82,music,5852,5139.0,Electronic Music,3800.0,https://ksr-ugc.imgix.net/assets/022/435/528/cf2ae7f2e652c7bae9375f3105a80b39_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1538070982&auto=format&frame=1&q=92&s=43e5d813e48671de29f4076f480a0fa9,101.69523950077,Media
9,9,9,failed,Sicilia,9854531,3,publishing,65,58.0,Calendars,600.0,https://ksr-ugc.imgix.net/assets/012/269/940/aa26bf37da83e0c91549ae2ff614ef4c_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463748891&auto=format&q=92&s=cc39b2015ee232d0a36f7342a6a26b25,33.6366773615036,Bassa
10,10,10,failed,Lombardia,9988325,5,technology,63,54.0,Hardware,35000.0,https://ksr-ugc.imgix.net/assets/018/314/171/5441a8313e5bccaefa49dde85b8ee163_original.png?crop=faces&w=48&h=27&fit=crop&v=1505316245&auto=format&q=92&s=09fec09ce87b4342e05e3b880c3e4300,82.4647935929968,Alta
11,11,11,successful,Lombardia,10882222,22,crafts,472,407.0,Crafts,100.0,https://ksr-ugc.imgix.net/assets/022/132/858/b05d26886a8878257ff6cf29f79bbb9c_original.jpeg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1534616493&auto=format&frame=1&q=92&s=aa68157f30ae7787607c8b73d043727c,23.0558282707844,Bassa
12,12,12,failed,Lazio,13178625,5,games,136,115.0,Playing Cards,6000.0,https://ksr-ugc.imgix.net/assets/020/723/597/cfcd32b86dd1dcfa64758489bc317b52_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1522489521&auto=format&q=92&s=78331e3f275af6765c69f5a89685477a,8.56604554360271,Media
13,13,13,failed,Lombardia,13379556,5,technology,145,127.0,Apps,10000.0,https://ksr-ugc.imgix.net/assets/022/564/066/dbfa6f5b06bf1c089fe0622ba4136dea_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1537031173&auto=format&frame=1&q=92&s=63fd15436026726383553a19d9fb0c2b,42.4209355147499,Media
14,14,14,successful,Piemonte,13547406,153,games,917,808.0,Tabletop Games,80.0,https://ksr-ugc.imgix.net/assets/024/087/186/4ca90d88994bbec541a260d0c263d1f9_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1550105950&auto=format&frame=1&q=92&s=1f5ca033805e3cf43747d7375eec9f6a,1.57361171215913,Bassa
15,15,15,successful,Toscana,14132275,120,fashion,28972,24641.0,Footwear,8000.0,https://ksr-ugc.imgix.net/assets/021/939/269/5625b0320a9ff5ed725e7d6719524d0d_original.GIF?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1537714663&auto=format&frame=1&q=92&s=f2c5a8e79925fe958ec647f3ae0c76f8,2.81431723638977,Media
16,16,16,failed,Piemonte,15327987,12,fashion,396,337.0,Accessories,5000.0,https://ksr-ugc.imgix.net/assets/018/051/685/91b96c34fdc8d12558940a04a8ef7f62_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1505817002&auto=format&q=92&s=f93ea721c371936179f2abadf5f9eaf6,-19.6161836902826,Media
17,17,17,failed,Lombardia,15594205,5,games,51,45.0,Playing Cards,500.0,https://ksr-ugc.imgix.net/assets/012/351/440/060b5c117ae929a429c2df30ae988dd5_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1463756255&auto=format&q=92&s=e9c29523f8019d630ad9f9915f865818,29.4488001613184,Bassa
18,18,18,successful,Lazio,16465892,169,games,10770,9614.0,Tabletop Games,100.0,https://ksr-ugc.imgix.net/assets/024/286/000/05e8ac7684e592074e09a9f633e77477_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1551716128&auto=format&frame=1&q=92&s=aa6ec52e671329f4beec06a4e5b0a93c,-14.1821443299741,Bassa
19,19,19,failed,Piemonte,17065173,1,photography,32,30.0,People,7000.0,https://ksr-ugc.imgix.net/assets/012/355/395/2689fe023103157fa318f17f1a8ee81b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463756437&auto=format&q=92&s=0539ed1d833f58c889d8e90a138c75eb,100.535057218531,Media
20,20,20,failed,Veneto,17815250,7,Film & Video,319,291.0,Festivals,10000.0,https://ksr-ugc.imgix.net/assets/012/874/358/b671bb034d46daf85f7f3ab7cd20777a_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1467028640&auto=format&q=92&s=8af2900cd757d3b45d0f2f274b4c816a,69.1492761630703,Media
21,21,21,failed,Lombardia,19605449,2,fashion,3,3.0,Accessories,2700.0,https://ksr-ugc.imgix.net/assets/018/501/272/782330127b8d284edd72af36b13a4eff_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1506515146&auto=format&q=92&s=f57d12b75aca96ca36fc73a3ea6ce7ff,36.0542425791271,Bassa
22,22,22,failed,Sardegna,19686666,0,art,0,0.0,Video Art,250000.0,https://ksr-ugc.imgix.net/assets/012/298/510/14126d07856fac6c082fc52ea01855be_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463752776&auto=format&q=92&s=8d457f57410fd0acf1fbc1f4045ba9bd,31.0599157684044,Alta
23,23,23,successful,Piemonte,19799631,48,crafts,29277,18804.0,Technology,18000.0,https://ksr-ugc.imgix.net/assets/014/095/039/8c02ad23a1967594d76dc7181a1da3cb_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1476781360&auto=format&q=92&s=6e1911cc0bbc02c062cff6c3210051b0,40.6806157512347,Alta
24,24,24,failed,Veneto,20502104,12,fashion,690,632.0,Accessories,5000.0,https://ksr-ugc.imgix.net/assets/012/231/492/ec72678b8a2af808e040e92c099ef3cb_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463744537&auto=format&q=92&s=f203c4a6dceb3539db32bf9b19ed0c98,0.0,Media
25,25,25,failed,Lazio,22748921,2,technology,101,89.0,Gadgets,10000.0,https://ksr-ugc.imgix.net/assets/022/384/573/7b043d44d9ebfc0a85afd903615c4998_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1536157319&auto=format&frame=1&q=92&s=81a372cc85cf75adddc6326112de759f,11.6960898508759,Media
26,26,26,failed,Piemonte,23693076,1,technology,1,1.0,Flight,350000.0,https://ksr-ugc.imgix.net/assets/012/317/452/69cb19525e6c674eb582b066e28a2ed2_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463755572&auto=format&q=92&s=d5efb564239e6a04d933c1b731025b87,12.4805966657543,Alta
27,27,27,successful,Lombardia,24025062,35,crafts,38811,34097.0,Technology,25000.0,https://ksr-ugc.imgix.net/assets/023/046/561/c4555a2a04e01187b9e43cf2c2d53a57_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1542565296&auto=format&frame=1&q=92&s=0ae9f5591837ebbf330e480eb4898300,49.0471264114393,Alta
28,28,28,failed,Umbria,25155038,0,games,0,0.0,Live Games,20000.0,https://ksr-ugc.imgix.net/assets/012/292/841/c920bbada7c643bf00f79559cf349416_original.png?crop=faces&w=48&h=27&fit=crop&v=1463752125&auto=format&q=92&s=d1c883533be866d71b1568f383d8d0db,102.974050240215,Alta
29,29,29,successful,Lombardia,25355805,1679,games,86723,76830.0,Tabletop Games,20000.0,https://ksr-ugc.imgix.net/assets/025/691/568/532552592b535d8e2a87dfb884aed929_original.png?ixlib=rb-2.1.0&crop=faces&w=48&h=27&fit=crop&v=1562155733&auto=format&frame=1&q=92&s=e13db749955c6111daa44b724dcd586b,18.3629084640797,Alta
30,30,30,failed,Veneto,26062652,0,technology,0,0.0,DIY Electronics,10000.0,https://ksr-ugc.imgix.net/assets/017/307/923/b4bf16c58cdb8fbf0141e0d8d1da3469_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1499270384&auto=format&q=92&s=f7315a469e244a4447924df880d615cb,28.6449868623826,Media
31,31,31,failed,Piemonte,27277989,39,comics,1154,1032.0,Graphic Novels,9450.0,https://ksr-ugc.imgix.net/assets/016/343/285/0fed78bc79cf50afdf3c53cfcf4134e0_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1497103125&auto=format&q=92&s=f9db025a8230e7c6c0f711e0c7b82ede,0.0,Media
32,32,32,failed,Lombardia,28736640,5,food,735,679.0,Drinks,55000.0,https://ksr-ugc.imgix.net/assets/012/171/879/ce5ea66817dca9df323ab9a1e1e6c09c_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463739484&auto=format&q=92&s=ed31ea83b8c1164703c25ab40b8684c5,-4.03491396895507,Alta
33,33,33,successful,Piemonte,30811245,271,games,12216,10564.0,Playing Cards,9000.0,https://ksr-ugc.imgix.net/assets/022/510/447/825d6006cc87bda0851c2814c9074143_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1536613776&auto=format&frame=1&q=92&s=ddf6246f198228638780f0cb5b5a99d3,17.0229942174228,Media
34,34,34,failed,Piemonte,32839306,1,music,1,1.0,Classical Music,1000.0,https://ksr-ugc.imgix.net/assets/024/229/951/7c71dff446581a7c7de25e696d6984ba_original.jpg?ixlib=rb-2.1.0&crop=faces&w=48&h=27&fit=crop&v=1551278830&auto=format&frame=1&q=92&s=303c34a8e7f7b7c5f01c719b1defc8df,74.0243270363086,Bassa
35,35,35,failed,Lazio,33769311,0,crafts,0,0.0,Crochet,1000.0,https://ksr-ugc.imgix.net/assets/013/730/466/944b4752dc913c8475f80245985485d0_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1473852318&auto=format&q=92&s=d077c758d4513414d4297fe6737f01a6,19.0177228591458,Bassa
36,36,36,successful,Sicilia,33835833,746,technology,101841,95396.0,Wearables,70000.0,https://ksr-ugc.imgix.net/assets/014/215/448/f1319c331ce7a2b44b84860fa74935d9_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1483956210&auto=format&q=92&s=ef4a974c560634847a5edd11cff89e4b,0.0,Alta
37,37,37,failed,Veneto,34000035,6,journalism,27,26.0,Print,300000.0,https://ksr-ugc.imgix.net/assets/014/083/621/d13717163f91aed5c26e562447fca364_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1476292376&auto=format&q=92&s=72a9dfbbb6b6c2ce474ba8e9c696d5e7,0.0,Alta
38,38,38,successful,Piemonte,35223679,62,technology,6522,5820.0,3D Printing,5000.0,https://ksr-ugc.imgix.net/assets/013/330/334/bbb1c359ff1717ca3e2c56d52c4ee762_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1472633867&auto=format&q=92&s=7a0526acdec8bdf200fd350386e3ee5f,0.0,Media
39,39,39,failed,Sicilia,35270769,2,music,2,2.0,Hip-Hop,1500.0,https://ksr-ugc.imgix.net/assets/013/843/598/3698a80eefd623be17a3f5adbdb7d93a_original.bmp?crop=faces&w=48&h=27&fit=crop&v=1474629027&auto=format&q=92&s=c64bc1d00e0e8a5c71fdfc5d311e797c,-15.6732051822061,Bassa
40,40,40,failed,Piemonte,35919116,3,games,32,30.0,Mobile Games,200000.0,https://ksr-ugc.imgix.net/assets/012/338/231/1c7a540224ad411dd341f3189f7e25f7_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463755983&auto=format&q=92&s=a078c5b26deb75fbff722fd4ec09fd78,0.0,Alta
41,41,41,failed,Puglia,36339565,4,journalism,14,13.0,Video,50000.0,https://ksr-ugc.imgix.net/assets/022/067/684/a198ee949ee2af88aab4b5113d4277fd_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1532954911&auto=format&frame=1&q=92&s=f8fc6d2fe84d721a6f13869168989bc9,-4.29673799237108,Alta
42,42,42,failed,Toscana,36453474,14,fashion,2420,2129.0,Accessories,15000.0,https://ksr-ugc.imgix.net/assets/023/706/807/cc940e84f06a15b3c1448cd89c64e37f_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1548151158&auto=format&frame=1&q=92&s=9decf727199791b2acfe1c12893e8b02,-12.0511914251527,Media
43,43,43,successful,Lombardia,36918091,2762,crafts,894480,574504.1,Technology,45000.0,https://ksr-ugc.imgix.net/assets/014/420/601/313b57a0f0d2666361e8e41d1e7a07a4_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1478630066&auto=format&q=92&s=3009dd2704d1552171ae99c26561010b,6.44703290958066,Alta
44,44,44,failed,Toscana,37857492,6,technology,2011,1720.0,Apps,10000.0,https://ksr-ugc.imgix.net/assets/018/198/322/b4ac48712330611035d658f3f679fecb_original.png?crop=faces&w=48&h=27&fit=crop&v=1505134149&auto=format&q=92&s=4a1c84d7f2c538dd02e7ab74bcb492d5,30.0822517202297,Media
45,45,45,failed,Emilia-Romagna,38240984,8,art,197,174.0,Illustration,500.0,https://ksr-ugc.imgix.net/assets/024/046/482/5e363441a5e3b72ed0c45be44cc45c8c_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1549810453&auto=format&frame=1&q=92&s=e8a0f4d7302ae4a39ae1be22b228afa4,57.6579925420994,Bassa
46,46,46,successful,Toscana,38522956,29,technology,1368,1292.0,3D Printing,500.0,https://ksr-ugc.imgix.net/assets/014/064/568/7118e298595377d0afa3e16823d34538_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1478082868&auto=format&q=92&s=5a1275a84d0d7a381ff1d5637a6b1222,41.7068528878964,Bassa
47,47,47,failed,Veneto,39066048,4,music,107,100.0,Jazz,12600.0,https://ksr-ugc.imgix.net/assets/012/209/805/26507d5c9be147ed70a5b7f4a628714b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463742366&auto=format&q=92&s=f1dd2e6b83edefa93751894b30d78041,34.9619886495131,Media
48,48,48,successful,Lazio,40171122,112,fashion,16501,13551.0,Apparel,10000.0,https://ksr-ugc.imgix.net/assets/020/219/821/0dbb3ace7ddd87577ae48a65c904c4f5_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1524667482&auto=format&q=92&s=3ec06cdd36479e9a253230f5c1fff682,2.94912919750797,Media
49,49,49,failed,Lombardia,41567346,2,fashion,2,2.0,Apparel,500.0,https://ksr-ugc.imgix.net/assets/022/284/674/c2454d81c31bac400893edd66b890331_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1534768369&auto=format&frame=1&q=92&s=a1d5b0c3e1a51648215ba03f5f2e2d13,42.855843438306,Bassa
50,50,50,failed,Toscana,41685130,22,fashion,2388,2026.0,Footwear,20000.0,https://ksr-ugc.imgix.net/assets/020/957/185/223cce6ec1a3ef2b32899286dec0a0d9_original.png?crop=faces&w=48&h=27&fit=crop&v=1526123349&auto=format&q=92&s=77b7e8d37504d64c8fe784303c013e85,34.8136056185647,Alta
51,51,51,failed,Veneto,43932089,2,photography,42,40.0,Photobooks,3000.0,https://ksr-ugc.imgix.net/assets/015/713/825/117af3162a169fd6b5c38b804f63913e_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1488471052&auto=format&q=92&s=297016f5c9e5b329a5d1d071ed5940b4,41.9496428547487,Bassa
52,52,52,failed,Lombardia,44202278,8,technology,69,64.0,Web,50000.0,https://ksr-ugc.imgix.net/assets/012/305/777/b34d03d1621790f15f1f448767195e47_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463754913&auto=format&q=92&s=18de130fe1d28618bc230309b349097e,16.8442925042678,Alta
53,53,53,successful,Piemonte,48395326,44,publishing,2259,1979.0,Radio & Podcasts,1500.0,https://ksr-ugc.imgix.net/assets/022/704/202/177bc30b405fce866a1389dd1bea4ef2_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1540127822&auto=format&frame=1&q=92&s=4b55b14341a11ae7f0849028027dd8b3,35.0693294095447,Bassa
54,54,54,failed,Friuli Venezia Giulia,49086393,0,games,0,0.0,Mobile Games,500.0,https://ksr-ugc.imgix.net/assets/014/539/872/9b53ed3c3049b09a4a7ecc100e1b45e5_original.png?crop=faces&w=48&h=27&fit=crop&v=1479304338&auto=format&q=92&s=7393727da6dd25482691a14e9e4867b9,51.7513903325733,Bassa
55,55,55,failed,Lombardia,49113834,0,fashion,0,0.0,Footwear,20000.0,https://ksr-ugc.imgix.net/assets/013/269/664/8c1071536f4336b570fd4139a1c8aca1_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1471169560&auto=format&q=92&s=2e4e88cba05dfdb4ba446fa77df5f985,38.0199996731705,Alta
56,56,56,failed,Piemonte,51987086,2,technology,2,2.0,Apps,30000.0,https://ksr-ugc.imgix.net/assets/015/527/195/874224d67c719cdf8c4d9f142c2d3b0a_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1487239806&auto=format&q=92&s=53e59891234c6c56419f40934c23d154,22.9625136971699,Alta
57,57,57,failed,Lazio,52187275,75,comics,6779,5461.0,Graphic Novels,11500.0,https://ksr-ugc.imgix.net/assets/018/635/195/b14867fe385e7388391561a041c7fc39_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1516627837&auto=format&q=92&s=35fbb3a45e51f8261bd4312585c9ed49,28.3050181404136,Media
58,58,58,successful,Lombardia,52448200,30,crafts,4194,3440.0,Design,2500.0,https://ksr-ugc.imgix.net/assets/019/950/016/32833a873820641e4a33cddf0f2a0ade_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1516727789&auto=format&q=92&s=a2ae86015fd4734df298bee2c6eb0e8a,35.0289453447351,Bassa
59,59,59,failed,Piemonte,52887059,7,art,76,68.0,Illustration,200.0,https://ksr-ugc.imgix.net/assets/013/123/338/ff2daaceda2cb5bd8b7557cf593224f5_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1469059010&auto=format&q=92&s=1f8c2e9ab6de77319130a54262df3aa9,0.0,Bassa
60,60,60,failed,Campania,54425842,0,technology,0,0.0,Apps,8000.0,https://ksr-ugc.imgix.net/assets/012/198/076/1308ff7610618ae1ebcfd9b556fcf462_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463741191&auto=format&q=92&s=cdeaa3b4735d3b87c527473d37f9b0ec,127.735170479361,Media
61,61,61,failed,Sicilia,54699415,1,Film & Video,1,1.0,Horror,600.0,https://ksr-ugc.imgix.net/assets/012/269/096/c2655d8982da1477fae590903fbc8698_original.png?crop=faces&w=48&h=27&fit=crop&v=1463748771&auto=format&q=92&s=0d02400f6548ef1929686b174daa3dfc,30.7081600919928,Bassa
62,62,62,successful,Sardegna,55137667,1910,games,115055,98256.0,Tabletop Games,10000.0,https://ksr-ugc.imgix.net/assets/021/021/874/60613058adedd4186bcb22acc2fe397b_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1530029988&auto=format&frame=1&q=92&s=cb50068c869160b2a8c9e14698dbdc9e,38.0359991408135,Media
63,63,63,successful,Lazio,55299990,3150,games,236099,193139.65,Tabletop Games,30000.0,https://ksr-ugc.imgix.net/assets/019/413/512/0fb72e00a88bccf6abcc29340c7b6452_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1518802204&auto=format&q=92&s=7d2736674e58fd4951970143f5abdd84,0.0,Alta
64,64,64,failed,Puglia,55866341,21,music,1459,1295.0,World Music,15000.0,https://ksr-ugc.imgix.net/assets/016/114/943/c088e32ec237cfd5b72e42aae3e7121b_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1493109358&auto=format&q=92&s=863b8b0ae5f8c965f1feb4e83ed0dc11,15.2820446049842,Media
65,65,65,successful,Piemonte,55895170,27,games,939,784.0,Tabletop Games,700.0,https://ksr-ugc.imgix.net/assets/017/373/072/313c114c0501dcd516ad8834cadaaa13_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1504036866&auto=format&q=92&s=9ebd4cb5f471dd939f50b7e17feead38,-9.41599274075341,Bassa
66,66,66,failed,Lombardia,56858147,16,Film & Video,2256,1841.0,Drama,15000.0,https://ksr-ugc.imgix.net/assets/019/503/597/9fba47532798fc228d2662a37762eb73_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1512499683&auto=format&q=92&s=c411482a3e8101e4789e12c841a4a043,12.8251346303635,Media
67,67,67,failed,Sicilia,59596128,1,technology,10,10.0,Apps,29000.0,https://ksr-ugc.imgix.net/assets/014/361/838/9587f6c0bd1fd00947bcde1c478d3ed0_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1478103775&auto=format&q=92&s=e7415ea7423eb7e03334e6ce9c600e77,134.138479190474,Alta
68,68,68,failed,Toscana,60596246,0,technology,0,0.0,Apps,1000.0,https://ksr-ugc.imgix.net/assets/019/016/769/d6544a18c0a3ebe739b8e752eabf2b3b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1509551983&auto=format&q=92&s=5d107cb049c5013924ba2c43f88f44b6,57.800036370872,Bassa
69,69,69,failed,Piemonte,63638762,38,games,1925,1632.0,Playing Cards,5500.0,https://ksr-ugc.imgix.net/assets/016/807/850/2c1f8c4bbdc530d8ea80376390613f76_original.tif?crop=faces&w=48&h=27&fit=crop&v=1498592989&auto=format&q=92&s=270fe5517178990d59583d6843df40c0,56.0887974778298,Media
70,70,70,failed,Lazio,65568166,0,technology,0,0.0,Software,60000.0,https://ksr-ugc.imgix.net/assets/012/169/172/24dea850bbbd84d3540a7fcb72f40780_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463739294&auto=format&q=92&s=91bb82f0672749908dcf0137f9c177f4,-1.04760065757469,Alta
71,71,71,failed,Emilia-Romagna,65636226,4,crafts,37,34.0,Pottery,2500.0,https://ksr-ugc.imgix.net/assets/012/192/015/7f588cf7f0a5cc2b8c00b004162f041f_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463740602&auto=format&q=92&s=05f161c89a0da32bda1809e6d723df70,0.0,Bassa
72,72,72,failed,Toscana,66046121,9,fashion,503,427.0,Accessories,3500.0,https://ksr-ugc.imgix.net/assets/020/596/771/d86648f09700d2daf77efea997513d3a_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1522740369&auto=format&frame=1&q=92&s=5fc300843a9e287e68f8e2ed935dc06d,28.9577744158141,Media
73,73,73,failed,Piemonte,67098753,81,games,3162,2587.0,Playing Cards,5500.0,https://ksr-ugc.imgix.net/assets/020/605/263/414306a3c46b9750a4104219e3419896_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1522703095&auto=format&q=92&s=1bd7c2b9dcc815a6445ba548354207f6,4.25459279658625,Media
74,74,74,failed,Piemonte,67337382,3,crafts,5,5.0,Journalism,35000.0,https://ksr-ugc.imgix.net/assets/012/328/454/eb0ff86a2657dcc805192c043637ec81_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463755766&auto=format&q=92&s=73023dc8078db6fd95c3d7e8276a54e1,57.6328117882527,Alta
75,75,75,successful,Toscana,67732467,19,games,1193,1052.0,Tabletop Games,700.0,https://ksr-ugc.imgix.net/assets/024/228/861/3176759ad412947a3c613be3b68d5daf_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1551271278&auto=format&frame=1&q=92&s=b0fac1101fc15f3ef32451205f049eda,23.2668508309713,Bassa
76,76,76,successful,Toscana,68045355,59,technology,4248,3576.0,Gadgets,2000.0,https://ksr-ugc.imgix.net/assets/017/738/734/f61eaeaab1d5a4da2ea621e745842098_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1501694505&auto=format&q=92&s=938a8d32dd8b743b21039277f1caf5fc,10.3100718796506,Bassa
77,77,77,failed,Lazio,68088776,6,food,511,435.0,Cookbooks,6500.0,https://ksr-ugc.imgix.net/assets/018/153/854/7dd22a1ade29149725b894be7ae7d03d_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1504620341&auto=format&q=92&s=90fee5f25408cead31e1dabd28a3a4f5,-9.96814285926806,Media
78,78,78,failed,Sardegna,68946014,2,games,3,3.0,Mobile Games,105.0,https://ksr-ugc.imgix.net/assets/023/479/480/b55c0392c0a1557fda2211997ad2ef5d_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1544357210&auto=format&frame=1&q=92&s=0b30f6b9b6eb49acb5eeb3add0f1ea97,0.0,Bassa
79,79,79,failed,Marche,69119848,53,fashion,6460,5887.99,Accessories,20000.0,https://ksr-ugc.imgix.net/assets/012/302/489/654cea3234f4017f6fc614b327f5c7b1_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463754127&auto=format&q=92&s=4d1300e1c8fef92fe86dcb9ad8e997cb,76.2185393881525,Alta
80,80,80,successful,Lombardia,69345556,16,technology,3155,2674.0,Wearables,2500.0,https://ksr-ugc.imgix.net/assets/020/982/931/a15fcd74b95e0c53883845826d75544c_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1525882713&auto=format&q=92&s=254b0e13b5cd9b27833aa82a833a876f,24.1096058979437,Bassa
